Date,maxt,mint,avgt,pcpn,snow,snwd
1994-05-13,63,54,58.5,0.05,0.0,0
1994-05-14,84,55,69.5,0.50,0.0,0
1994-05-15,76,64,70.0,0.11,0.0,0
1994-05-16,80,57,68.5,0.00,0.0,0
1994-05-17,73,52,62.5,0.00,0.0,0
1994-05-18,73,53,63.0,0.00,0.0,0
1994-05-19,69,51,60.0,0.00,0.0,0
1994-05-20,75,48,61.5,0.00,0.0,0
1994-05-21,78,50,64.0,0.00,0.0,0
1994-05-22,83,51,67.0,0.00,0.0,0
1994-05-23,87,54,70.5,0.00,0.0,0
1994-05-24,87,59,73.0,0.00,0.0,0
1994-05-25,85,66,75.5,0.27,0.0,0
1994-05-26,70,60,65.0,1.44,0.0,0
1994-05-27,70,51,60.5,0.00,0.0,0
1994-05-28,75,49,62.0,0.00,0.0,0
1994-05-29,84,50,67.0,0.00,0.0,0
1994-05-30,83,65,74.0,0.00,0.0,0
1994-05-31,86,60,73.0,0.00,0.0,0
1994-06-01,87,66,76.5,0.06,0.0,0
1994-06-02,85,65,75.0,0.01,0.0,0
1994-06-03,83,62,72.5,0.00,0.0,0
1994-06-04,87,65,76.0,0.00,0.0,0
1994-06-05,89,67,78.0,1.95,T,0
1994-06-06,87,69,78.0,0.16,0.0,0
1994-06-07,81,68,74.5,0.34,0.0,0
1994-06-08,85,68,76.5,0.00,0.0,0
1994-06-09,86,71,78.5,0.01,0.0,0
1994-06-10,84,70,77.0,T,0.0,0
1994-06-11,86,70,78.0,0.00,0.0,0
1994-06-12,89,67,78.0,0.00,0.0,0
1994-06-13,85,71,78.0,0.00,0.0,0
1994-06-14,88,70,79.0,0.04,0.0,0
1994-06-15,93,70,81.5,0.00,0.0,0
1994-06-16,88,72,80.0,0.00,0.0,0
1994-06-17,94,71,82.5,0.04,0.0,0
1994-06-18,92,69,80.5,0.00,0.0,0
1994-06-19,92,69,80.5,0.00,0.0,0
1994-06-20,93,73,83.0,0.00,0.0,0
1994-06-21,95,73,84.0,1.56,0.0,0
1994-06-22,92,71,81.5,0.00,0.0,0
1994-06-23,89,72,80.5,0.01,0.0,0
1994-06-24,79,66,72.5,0.22,0.0,0
1994-06-25,86,63,74.5,0.43,0.0,0
1994-06-26,83,64,73.5,3.23,0.0,0
1994-06-27,85,68,76.5,0.00,0.0,0
1994-06-28,88,65,76.5,0.02,0.0,0
1994-06-29,90,71,80.5,0.00,0.0,0
1994-06-30,89,66,77.5,0.00,0.0,0
1994-07-01,90,67,78.5,0.00,0.0,0
1994-07-02,90,71,80.5,0.00,0.0,0
1994-07-03,90,71,80.5,0.00,0.0,0
1994-07-04,92,72,82.0,0.00,0.0,0
1994-07-05,94,72,83.0,0.00,0.0,0
1994-07-06,92,74,83.0,0.00,0.0,0
1994-07-07,82,71,76.5,0.00,0.0,0
1994-07-08,86,73,79.5,T,0.0,0
1994-07-09,85,72,78.5,0.00,0.0,0
1994-07-10,87,72,79.5,0.00,0.0,0
1994-07-11,87,74,80.5,0.00,0.0,0
1994-07-12,81,71,76.0,T,0.0,0
1994-07-13,83,73,78.0,0.01,0.0,0
1994-07-14,88,73,80.5,T,0.0,0
1994-07-15,87,74,80.5,T,0.0,0
1994-07-16,85,73,79.0,T,0.0,0
1994-07-17,86,70,78.0,1.32,0.0,0
1994-07-18,85,70,77.5,T,0.0,0
1994-07-19,93,69,81.0,0.00,0.0,0
1994-07-20,93,74,83.5,0.00,0.0,0
1994-07-21,86,72,79.0,1.02,0.0,0
1994-07-22,86,72,79.0,0.04,0.0,0
1994-07-23,87,68,77.5,T,0.0,0
1994-07-24,90,68,79.0,0.00,0.0,0
1994-07-25,88,70,79.0,0.07,0.0,0
1994-07-26,87,69,78.0,1.99,0.0,0
1994-07-27,81,67,74.0,0.23,0.0,0
1994-07-28,80,62,71.0,0.00,0.0,0
1994-07-29,83,63,73.0,0.00,0.0,0
1994-07-30,84,61,72.5,0.00,0.0,0
1994-07-31,84,67,75.5,0.14,0.0,0
1994-08-01,87,65,76.0,0.00,0.0,0
1994-08-02,88,67,77.5,0.00,0.0,0
1994-08-03,86,69,77.5,0.00,0.0,0
1994-08-04,86,68,77.0,1.11,0.0,0
1994-08-05,81,64,72.5,0.15,0.0,0
1994-08-06,81,61,71.0,0.00,0.0,0
1994-08-07,86,61,73.5,0.00,0.0,0
1994-08-08,88,66,77.0,0.00,0.0,0
1994-08-09,89,66,77.5,T,0.0,0
1994-08-10,89,70,79.5,0.00,0.0,0
1994-08-11,92,68,80.0,0.00,0.0,0
1994-08-12,92,70,81.0,0.00,0.0,0
1994-08-13,91,71,81.0,0.00,0.0,0
1994-08-14,91,70,80.5,0.34,0.0,0
1994-08-15,82,67,74.5,0.00,0.0,0
1994-08-16,86,66,76.0,0.00,0.0,0
1994-08-17,89,68,78.5,0.00,0.0,0
1994-08-18,89,65,77.0,0.00,0.0,0
1994-08-19,89,67,78.0,0.00,0.0,0
1994-08-20,88,69,78.5,1.00,0.0,0
1994-08-21,82,68,75.0,0.25,0.0,0
1994-08-22,82,64,73.0,0.00,0.0,0
1994-08-23,85,63,74.0,0.00,0.0,0
1994-08-24,87,66,76.5,0.00,0.0,0
1994-08-25,88,67,77.5,0.00,0.0,0
1994-08-26,89,68,78.5,0.00,0.0,0
1994-08-27,90,67,78.5,0.00,0.0,0
1994-08-28,89,67,78.0,0.00,0.0,0
1994-08-29,83,69,76.0,0.00,0.0,0
1994-08-30,93,64,78.5,0.05,0.0,0
1994-08-31,87,71,79.0,2.15,0.0,0
1994-09-01,74,63,68.5,0.08,0.0,0
1994-09-02,78,60,69.0,0.08,0.0,0
1994-09-03,79,58,68.5,0.00,0.0,0
1994-09-04,80,57,68.5,0.00,0.0,0
1994-09-05,75,65,70.0,0.55,0.0,0
1994-09-06,84,67,75.5,T,0.0,0
1994-09-07,80,61,70.5,0.00,0.0,0
1994-09-08,82,56,69.0,0.00,0.0,0
1994-09-09,83,59,71.0,0.00,0.0,0
1994-09-10,85,58,71.5,0.00,0.0,0
1994-09-11,87,59,73.0,0.00,0.0,0
1994-09-12,87,61,74.0,0.00,0.0,0
1994-09-13,88,63,75.5,0.00,0.0,0
1994-09-14,89,65,77.0,0.00,0.0,0
1994-09-15,88,65,76.5,0.00,0.0,0
1994-09-16,89,65,77.0,0.13,0.0,0
1994-09-17,80,66,73.0,0.32,0.0,0
1994-09-18,78,61,69.5,0.00,0.0,0
1994-09-19,79,56,67.5,0.00,0.0,0
1994-09-20,82,55,68.5,0.00,0.0,0
1994-09-21,81,58,69.5,0.00,0.0,0
1994-09-22,81,58,69.5,0.00,0.0,0
1994-09-23,69,56,62.5,2.86,0.0,0
1994-09-24,68,54,61.0,T,0.0,0
1994-09-25,68,51,59.5,0.00,0.0,0
1994-09-26,73,49,61.0,0.18,0.0,0
1994-09-27,67,52,59.5,0.00,0.0,0
1994-09-28,81,48,64.5,0.00,0.0,0
1994-09-29,78,49,63.5,0.00,0.0,0
1994-09-30,85,50,67.5,0.00,0.0,0
1994-10-01,85,57,71.0,0.00,0.0,0
1994-10-02,76,61,68.5,0.09,0.0,0
1994-10-03,72,59,65.5,0.15,0.0,0
1994-10-04,74,51,62.5,0.00,0.0,0
1994-10-05,73,51,62.0,0.00,0.0,0
1994-10-06,78,52,65.0,0.00,0.0,0
1994-10-07,79,57,68.0,0.00,0.0,0
1994-10-08,79,60,69.5,T,0.0,0
1994-10-09,68,52,60.0,0.90,0.0,0
1994-10-10,68,46,57.0,0.00,0.0,0
1994-10-11,72,44,58.0,0.00,0.0,0
1994-10-12,61,55,58.0,0.94,0.0,0
1994-10-13,63,56,59.5,0.51,0.0,0
1994-10-14,67,59,63.0,0.03,0.0,0
1994-10-15,71,54,62.5,0.00,0.0,0
1994-10-16,75,52,63.5,0.00,0.0,0
1994-10-17,72,51,61.5,0.00,0.0,0
1994-10-18,74,53,63.5,0.03,0.0,0
1994-10-19,76,60,68.0,0.03,0.0,0
1994-10-20,77,54,65.5,0.00,0.0,0
1994-10-21,76,49,62.5,0.00,0.0,0
1994-10-22,73,62,67.5,0.49,0.0,0
1994-10-23,71,45,58.0,0.00,0.0,0
1994-10-24,73,41,57.0,0.00,0.0,0
1994-10-25,60,45,52.5,0.00,0.0,0
1994-10-26,54,39,46.5,0.00,0.0,0
1994-10-27,62,33,47.5,0.00,0.0,0
1994-10-28,66,35,50.5,0.00,0.0,0
1994-10-29,70,40,55.0,0.00,0.0,0
1994-10-30,64,51,57.5,0.03,0.0,0
1994-10-31,74,50,62.0,0.11,0.0,0
1994-11-01,60,39,49.5,0.00,0.0,0
1994-11-02,69,35,52.0,0.00,0.0,0
1994-11-03,76,49,62.5,0.00,0.0,0
1994-11-04,77,57,67.0,0.00,0.0,0
1994-11-05,76,62,69.0,0.63,0.0,0
1994-11-06,65,48,56.5,0.00,0.0,0
1994-11-07,71,44,57.5,0.00,0.0,0
1994-11-08,74,52,63.0,0.00,0.0,0
1994-11-09,72,61,66.5,0.45,0.0,0
1994-11-10,62,51,56.5,0.05,0.0,0
1994-11-11,66,45,55.5,0.00,0.0,0
1994-11-12,67,46,56.5,0.00,0.0,0
1994-11-13,72,45,58.5,0.00,0.0,0
1994-11-14,75,54,64.5,0.00,0.0,0
1994-11-15,74,51,62.5,0.00,0.0,0
1994-11-16,59,51,55.0,0.12,0.0,0
1994-11-17,61,45,53.0,0.00,0.0,0
1994-11-18,58,43,50.5,0.00,0.0,0
1994-11-19,66,42,54.0,0.00,0.0,0
1994-11-20,73,51,62.0,0.00,0.0,0
1994-11-21,68,47,57.5,0.02,0.0,0
1994-11-22,51,39,45.0,0.00,0.0,0
1994-11-23,48,29,38.5,0.00,0.0,0
1994-11-24,53,25,39.0,0.00,0.0,0
1994-11-25,51,38,44.5,0.00,0.0,0
1994-11-26,52,44,48.0,0.56,0.0,0
1994-11-27,65,50,57.5,2.20,0.0,0
1994-11-28,60,36,48.0,0.01,0.0,0
1994-11-29,55,31,43.0,0.00,0.0,0
1994-11-30,50,31,40.5,0.00,0.0,0
1994-12-01,53,26,39.5,0.00,0.0,0
1994-12-02,62,30,46.0,0.00,0.0,0
1994-12-03,61,47,54.0,0.21,0.0,0
1994-12-04,64,57,60.5,0.93,0.0,0
1994-12-05,62,57,59.5,T,0.0,0
1994-12-06,62,51,56.5,0.00,0.0,0
1994-12-07,65,42,53.5,0.00,0.0,0
1994-12-08,51,43,47.0,0.11,0.0,0
1994-12-09,63,44,53.5,0.11,0.0,0
1994-12-10,50,32,41.0,1.13,0.0,0
1994-12-11,33,26,29.5,0.00,0.0,0
1994-12-12,45,23,34.0,0.00,0.0,0
1994-12-13,48,26,37.0,0.00,0.0,0
1994-12-14,53,32,42.5,0.00,0.0,0
1994-12-15,53,31,42.0,0.00,0.0,0
1994-12-16,51,47,49.0,0.19,0.0,0
1994-12-17,58,42,50.0,T,0.0,0
1994-12-18,43,32,37.5,0.00,0.0,0
1994-12-19,47,25,36.0,0.00,0.0,0
1994-12-20,56,26,41.0,0.00,0.0,0
1994-12-21,62,34,48.0,0.00,0.0,0
1994-12-22,58,46,52.0,0.01,0.0,0
1994-12-23,51,37,44.0,T,0.0,0
1994-12-24,42,40,41.0,0.00,0.0,0
1994-12-25,50,32,41.0,0.00,0.0,0
1994-12-26,54,25,39.5,0.00,0.0,0
1994-12-27,60,26,43.0,0.00,0.0,0
1994-12-28,62,27,44.5,0.00,0.0,0
1994-12-29,52,37,44.5,0.00,0.0,0
1994-12-30,58,37,47.5,0.00,0.0,0
1994-12-31,51,46,48.5,T,0.0,0
1995-01-01,52,28,40.0,0.04,0.0,0
1995-01-02,36,20,28.0,0.00,0.0,0
1995-01-03,33,22,27.5,0.10,1.0,0
1995-01-06,43,25,34.0,1.97,0.0,0
1995-01-07,42,32,37.0,T,T,0
1995-01-08,47,23,35.0,0.00,0.0,0
1995-01-09,53,32,42.5,0.00,0.0,0
1995-01-10,61,30,45.5,0.00,0.0,0
1995-01-11,63,51,57.0,0.39,0.0,0
1995-01-12,70,58,64.0,0.00,0.0,0
1995-01-13,69,54,61.5,0.03,0.0,0
1995-01-14,62,45,53.5,0.76,0.0,0
1995-01-15,45,39,42.0,1.54,0.0,0
1995-01-16,40,36,38.0,T,0.0,0
1995-01-17,56,28,42.0,0.00,0.0,0
1995-01-18,58,37,47.5,T,0.0,0
1995-01-19,56,34,45.0,0.40,0.4,0
1995-01-20,39,31,35.0,0.01,0.1,0
1995-01-21,33,27,30.0,0.00,0.0,0
1995-01-22,40,20,30.0,0.00,0.0,0
1995-01-23,37,27,32.0,T,T,0
1995-01-24,43,19,31.0,0.00,0.0,0
1995-01-25,59,21,40.0,0.00,0.0,0
1995-01-26,45,27,36.0,0.00,0.0,0
1995-01-27,48,29,38.5,0.16,0.0,0
1995-01-28,60,36,48.0,0.21,0.0,0
1995-01-29,36,29,32.5,T,T,0
1995-01-31,46,18,32.0,0.00,0.0,0
1995-02-01,62,33,47.5,T,0.0,0
1995-02-02,63,43,53.0,0.08,0.0,0
1995-02-03,62,34,48.0,0.04,T,0
1995-02-06,29,12,20.5,0.03,0.3,0
1995-02-08,25,12,18.5,T,T,1
1995-02-11,38,20,29.0,0.00,0.0,0
1995-02-12,28,11,19.5,0.00,0.0,0
1995-02-13,32,21,26.5,0.00,0.0,0
1995-02-14,44,28,36.0,0.52,0.0,0
1995-02-15,61,39,50.0,0.59,0.0,0
1995-02-16,50,37,43.5,0.27,0.0,0
1995-02-17,51,32,41.5,0.00,0.0,0
1995-02-18,64,30,47.0,0.00,0.0,0
1995-02-19,59,42,50.5,0.00,0.0,0
1995-02-20,64,31,47.5,0.00,0.0,0
1995-02-21,52,35,43.5,0.00,0.0,0
1995-02-22,71,26,48.5,0.00,0.0,0
1995-02-23,69,52,60.5,0.10,0.0,0
1995-02-24,52,35,43.5,0.00,0.0,0
1995-02-25,63,26,44.5,0.00,0.0,0
1995-02-26,73,43,58.0,0.00,0.0,0
1995-02-27,60,53,56.5,0.07,0.0,0
1995-02-28,59,41,50.0,T,0.0,0
1995-03-01,43,33,38.0,T,0.0,0
1995-03-02,40,29,34.5,0.00,0.0,0
1995-03-04,56,33,44.5,0.22,0.0,0
1995-03-05,58,47,52.5,0.39,0.0,0
1995-03-06,69,55,62.0,0.38,0.0,0
1995-03-07,69,36,52.5,2.08,0.0,0
1995-03-09,41,25,33.0,0.00,0.0,0
1995-03-10,61,25,43.0,0.00,0.0,0
1995-03-11,68,32,50.0,0.00,0.0,0
1995-03-12,71,34,52.5,0.00,0.0,0
1995-03-13,75,44,59.5,0.00,0.0,0
1995-03-14,74,48,61.0,0.00,0.0,0
1995-03-15,75,46,60.5,0.00,0.0,0
1995-03-16,77,49,63.0,0.00,0.0,0
1995-03-17,77,49,63.0,0.00,0.0,0
1995-03-18,74,48,61.0,0.00,0.0,0
1995-03-19,79,41,60.0,0.00,0.0,0
1995-03-20,75,54,64.5,0.25,0.0,0
1995-03-21,73,44,58.5,0.00,0.0,0
1995-03-22,83,56,69.5,0.00,0.0,0
1995-03-23,78,51,64.5,0.00,0.0,0
1995-03-24,62,45,53.5,0.00,0.0,0
1995-03-25,69,36,52.5,0.00,0.0,0
1995-03-26,81,50,65.5,0.00,0.0,0
1995-03-27,72,55,63.5,0.34,0.0,0
1995-03-28,64,45,54.5,0.00,0.0,0
1995-03-29,61,41,51.0,0.00,0.0,0
1995-03-30,60,41,50.5,0.00,0.0,0
1995-03-31,57,41,49.0,0.00,0.0,0
1995-04-01,57,34,45.5,0.00,0.0,0
1995-04-02,69,38,53.5,0.00,0.0,0
1995-04-03,77,41,59.0,0.00,0.0,0
1995-04-04,67,41,54.0,T,0.0,0
1995-04-05,62,35,48.5,0.00,0.0,0
1995-04-06,77,38,57.5,0.00,0.0,0
1995-04-07,81,44,62.5,0.00,0.0,0
1995-04-08,82,57,69.5,0.00,0.0,0
1995-04-09,88,58,73.0,0.00,0.0,0
1995-04-10,89,61,75.0,0.00,0.0,0
1995-04-11,73,54,63.5,0.58,0.0,0
1995-04-12,73,49,61.0,0.11,0.0,0
1995-04-13,66,44,55.0,0.00,0.0,0
1995-04-14,72,40,56.0,0.00,0.0,0
1995-04-15,80,46,63.0,0.00,0.0,0
1995-04-16,83,66,74.5,0.00,0.0,0
1995-04-17,73,63,68.0,0.81,0.0,0
1995-04-18,82,66,74.0,0.01,0.0,0
1995-04-19,82,65,73.5,0.00,0.0,0
1995-04-20,72,61,66.5,1.49,0.0,0
1995-04-21,80,57,68.5,0.17,0.0,0
1995-04-22,64,53,58.5,0.00,0.0,0
1995-04-23,67,45,56.0,0.43,0.0,0
1995-04-24,62,43,52.5,T,0.0,0
1995-04-25,68,42,55.0,T,0.0,0
1995-04-26,74,42,58.0,0.00,0.0,0
1995-04-27,64,49,56.5,0.13,0.0,0
1995-04-28,65,38,51.5,0.00,0.0,0
1995-04-29,74,40,57.0,0.11,0.0,0
1995-04-30,64,57,60.5,0.11,0.0,0
1995-05-01,70,49,59.5,0.59,0.0,0
1995-05-02,65,48,56.5,0.00,0.0,0
1995-05-03,71,42,56.5,0.00,0.0,0
1995-05-04,70,51,60.5,0.19,0.0,0
1995-05-05,70,53,61.5,T,0.0,0
1995-05-06,71,46,58.5,0.00,0.0,0
1995-05-07,83,52,67.5,0.00,0.0,0
1995-05-08,85,61,73.0,0.00,0.0,0
1995-05-09,85,68,76.5,0.97,0.0,0
1995-05-10,85,61,73.0,0.00,0.0,0
1995-05-11,68,58,63.0,0.00,0.0,0
1995-05-12,74,51,62.5,0.00,0.0,0
1995-05-13,82,58,70.0,0.00,0.0,0
1995-05-14,86,67,76.5,0.97,0.0,0
1995-05-15,79,62,70.5,0.02,0.0,0
1995-05-16,77,58,67.5,0.61,0.0,0
1995-05-17,84,74,79.0,T,0.0,0
1995-05-18,82,64,73.0,2.35,0.0,0
1995-05-19,70,54,62.0,T,0.0,0
1995-05-20,78,51,64.5,0.00,0.0,0
1995-05-21,77,51,64.0,0.00,0.0,0
1995-05-22,80,61,70.5,0.00,0.0,0
1995-05-23,86,57,71.5,0.00,0.0,0
1995-05-24,86,64,75.0,0.00,0.0,0
1995-05-25,88,64,76.0,0.00,0.0,0
1995-05-26,83,68,75.5,1.17,0.0,0
1995-05-27,87,67,77.0,0.18,0.0,0
1995-05-28,83,67,75.0,0.27,0.0,0
1995-05-29,80,63,71.5,0.00,0.0,0
1995-05-30,77,58,67.5,0.00,0.0,0
1995-05-31,74,59,66.5,0.34,0.0,0
1995-06-01,83,66,74.5,0.48,0.0,0
1995-06-02,82,66,74.0,0.01,0.0,0
1995-06-03,86,62,74.0,0.00,0.0,0
1995-06-04,87,66,76.5,0.00,0.0,0
1995-06-05,86,67,76.5,0.00,0.0,0
1995-06-06,89,65,77.0,0.24,0.0,0
1995-06-07,90,65,77.5,0.04,0.0,0
1995-06-08,93,67,80.0,0.00,0.0,0
1995-06-09,92,68,80.0,0.00,0.0,0
1995-06-10,91,73,82.0,0.04,0.0,0
1995-06-11,77,63,70.0,1.13,0.0,0
1995-06-12,75,59,67.0,0.03,0.0,0
1995-06-13,76,54,65.0,0.00,0.0,0
1995-06-14,82,51,66.5,0.00,0.0,0
1995-06-15,85,58,71.5,0.00,0.0,0
1995-06-16,87,62,74.5,0.00,0.0,0
1995-06-17,87,62,74.5,0.00,0.0,0
1995-06-18,87,61,74.0,0.00,0.0,0
1995-06-19,79,65,72.0,0.14,0.0,0
1995-06-20,82,65,73.5,0.02,0.0,0
1995-06-21,85,64,74.5,0.00,0.0,0
1995-06-22,86,64,75.0,0.00,0.0,0
1995-06-23,86,66,76.0,0.90,0.0,0
1995-06-24,88,63,75.5,0.01,0.0,0
1995-06-25,84,68,76.0,0.19,0.0,0
1995-06-26,85,68,76.5,0.05,0.0,0
1995-06-27,87,66,76.5,0.00,0.0,0
1995-06-28,87,66,76.5,0.00,0.0,0
1995-06-29,86,66,76.0,0.32,0.0,0
1995-06-30,86,67,76.5,0.09,0.0,0
1995-07-01,83,66,74.5,0.00,0.0,0
1995-07-02,82,64,73.0,0.00,0.0,0
1995-07-03,86,64,75.0,0.08,0.0,0
1995-07-04,90,67,78.5,0.64,0.0,0
1995-07-05,87,69,78.0,0.20,0.0,0
1995-07-06,86,68,77.0,0.00,0.0,0
1995-07-07,88,69,78.5,0.00,0.0,0
1995-07-08,89,66,77.5,0.00,0.0,0
1995-07-09,90,68,79.0,0.06,0.0,0
1995-07-10,92,73,82.5,0.00,0.0,0
1995-07-11,94,70,82.0,0.00,0.0,0
1995-07-12,98,72,85.0,0.00,0.0,0
1995-07-13,99,74,86.5,0.00,0.0,0
1995-07-14,98,76,87.0,0.00,0.0,0
1995-07-15,95,74,84.5,0.00,0.0,0
1995-07-16,95,72,83.5,0.00,0.0,0
1995-07-17,96,76,86.0,T,0.0,0
1995-07-18,92,74,83.0,0.00,0.0,0
1995-07-19,91,64,77.5,0.00,0.0,0
1995-07-20,92,66,79.0,0.00,0.0,0
1995-07-21,91,75,83.0,T,0.0,0
1995-07-22,93,72,82.5,0.34,0.0,0
1995-07-23,92,70,81.0,0.20,0.0,0
1995-07-24,89,71,80.0,0.32,0.0,0
1995-07-25,91,72,81.5,0.00,0.0,0
1995-07-26,94,71,82.5,0.01,0.0,0
1995-07-27,85,71,78.0,0.08,0.0,0
1995-07-28,86,70,78.0,0.02,0.0,0
1995-07-29,94,69,81.5,T,0.0,0
1995-07-30,95,73,84.0,T,0.0,0
1995-07-31,96,73,84.5,0.00,0.0,0
1995-08-01,95,73,84.0,0.02,0.0,0
1995-08-02,94,71,82.5,0.00,0.0,0
1995-08-03,92,72,82.0,0.00,0.0,0
1995-08-04,93,76,84.5,0.12,0.0,0
1995-08-05,82,74,78.0,0.89,0.0,0
1995-08-06,87,74,80.5,0.23,0.0,0
1995-08-07,89,73,81.0,0.22,0.0,0
1995-08-08,89,71,80.0,1.33,0.0,0
1995-08-09,89,70,79.5,0.01,0.0,0
1995-08-10,91,72,81.5,T,0.0,0
1995-08-11,93,73,83.0,0.00,0.0,0
1995-08-12,94,74,84.0,0.00,0.0,0
1995-08-13,95,73,84.0,0.00,0.0,0
1995-08-14,95,75,85.0,0.00,0.0,0
1995-08-15,96,77,86.5,T,0.0,0
1995-08-16,97,78,87.5,0.00,0.0,0
1995-08-17,97,79,88.0,0.00,0.0,0
1995-08-18,98,77,87.5,T,0.0,0
1995-08-19,98,74,86.0,0.25,0.0,0
1995-08-20,94,74,84.0,0.32,0.0,0
1995-08-21,90,73,81.5,0.00,0.0,0
1995-08-22,91,70,80.5,0.00,0.0,0
1995-08-23,92,65,78.5,0.00,0.0,0
1995-08-24,93,67,80.0,0.00,0.0,0
1995-08-25,95,72,83.5,0.00,0.0,0
1995-08-26,94,75,84.5,0.00,0.0,0
1995-08-27,95,75,85.0,0.00,0.0,0
1995-08-28,95,74,84.5,0.00,0.0,0
1995-08-29,96,70,83.0,0.00,0.0,0
1995-08-30,99,71,85.0,0.01,0.0,0
1995-08-31,98,73,85.5,0.00,0.0,0
1995-09-01,95,70,82.5,0.00,0.0,0
1995-09-02,86,63,74.5,0.00,0.0,0
1995-09-03,89,56,72.5,0.00,0.0,0
1995-09-04,90,62,76.0,0.00,0.0,0
1995-09-05,91,62,76.5,0.00,0.0,0
1995-09-06,93,63,78.0,0.00,0.0,0
1995-09-07,89,62,75.5,0.00,0.0,0
1995-09-08,89,64,76.5,0.00,0.0,0
1995-09-09,72,67,69.5,0.00,0.0,0
1995-09-10,82,67,74.5,0.00,0.0,0
1995-09-11,91,63,77.0,0.36,0.0,0
1995-09-12,86,70,78.0,1.85,0.0,0
1995-09-13,76,68,72.0,1.20,0.0,0
1995-09-14,89,68,78.5,0.00,0.0,0
1995-09-15,85,66,75.5,0.01,0.0,0
1995-09-16,75,71,73.0,1.12,0.0,0
1995-09-17,82,66,74.0,0.00,0.0,0
1995-09-18,75,58,66.5,0.00,0.0,0
1995-09-19,83,55,69.0,0.00,0.0,0
1995-09-20,80,66,73.0,0.18,0.0,0
1995-09-21,79,59,69.0,T,0.0,0
1995-09-22,62,46,54.0,T,0.0,0
1995-09-23,69,46,57.5,0.00,0.0,0
1995-09-24,72,51,61.5,0.00,0.0,0
1995-09-25,72,54,63.0,0.02,0.0,0
1995-09-26,66,52,59.0,0.26,0.0,0
1995-09-27,76,50,63.0,0.00,0.0,0
1995-09-28,80,51,65.5,0.00,0.0,0
1995-09-29,81,54,67.5,0.00,0.0,0
1995-09-30,82,55,68.5,0.00,0.0,0
1995-10-01,80,60,70.0,T,0.0,0
1995-10-02,82,68,75.0,T,0.0,0
1995-10-03,70,65,67.5,0.93,0.0,0
1995-10-04,70,63,66.5,0.35,0.0,0
1995-10-05,80,64,72.0,2.32,0.0,0
1995-10-06,74,57,65.5,0.00,0.0,0
1995-10-07,67,49,58.0,0.00,0.0,0
1995-10-08,71,44,57.5,0.00,0.0,0
1995-10-09,77,45,61.0,0.00,0.0,0
1995-10-10,79,49,64.0,0.00,0.0,0
1995-10-11,80,51,65.5,0.00,0.0,0
1995-10-12,82,50,66.0,0.00,0.0,0
1995-10-13,73,64,68.5,0.02,0.0,0
1995-10-14,69,45,57.0,0.08,0.0,0
1995-10-15,68,38,53.0,0.00,0.0,0
1995-10-16,71,43,57.0,0.00,0.0,0
1995-10-17,76,40,58.0,0.00,0.0,0
1995-10-18,76,46,61.0,0.00,0.0,0
1995-10-19,78,50,64.0,0.00,0.0,0
1995-10-20,65,47,56.0,0.24,0.0,0
1995-10-21,60,40,50.0,0.00,0.0,0
1995-10-22,75,37,56.0,0.00,0.0,0
1995-10-23,75,49,62.0,0.00,0.0,0
1995-10-24,69,42,55.5,0.25,0.0,0
1995-10-25,65,36,50.5,0.00,0.0,0
1995-10-26,62,47,54.5,0.04,0.0,0
1995-10-27,62,54,58.0,1.37,0.0,0
1995-10-28,63,43,53.0,0.00,0.0,0
1995-10-29,62,34,48.0,0.00,0.0,0
1995-10-30,62,39,50.5,0.00,0.0,0
1995-10-31,65,53,59.0,0.00,0.0,0
1995-11-01,72,59,65.5,0.20,0.0,0
1995-11-02,77,46,61.5,0.70,0.0,0
1995-11-03,48,34,41.0,T,0.0,0
1995-11-04,48,28,38.0,0.00,0.0,0
1995-11-05,42,27,34.5,T,T,0
1995-11-06,54,32,43.0,0.66,0.0,0
1995-11-07,59,44,51.5,1.16,0.0,0
1995-11-08,44,30,37.0,0.00,0.0,0
1995-11-09,56,27,41.5,0.00,0.0,0
1995-11-10,63,45,54.0,0.09,0.0,0
1995-11-11,62,28,45.0,0.83,T,0
1995-11-12,47,22,34.5,0.00,0.0,0
1995-11-13,51,39,45.0,0.02,0.0,0
1995-11-14,39,30,34.5,T,T,0
1995-11-15,43,25,34.0,0.00,0.0,0
1995-11-16,47,31,39.0,0.00,0.0,0
1995-11-17,63,29,46.0,0.00,0.0,0
1995-11-18,64,39,51.5,0.00,0.0,0
1995-11-19,57,32,44.5,0.00,0.0,0
1995-11-20,67,33,50.0,0.00,0.0,0
1995-11-21,55,39,47.0,0.00,0.0,0
1995-11-22,52,23,37.5,0.00,0.0,0
1995-11-23,53,34,43.5,0.29,0.0,0
1995-11-24,47,27,37.0,0.00,0.0,0
1995-11-25,58,23,40.5,0.00,0.0,0
1995-11-26,67,36,51.5,0.00,0.0,0
1995-11-27,66,48,57.0,0.03,0.0,0
1995-11-28,48,33,40.5,T,T,0
1995-11-29,43,27,35.0,0.00,0.0,0
1995-11-30,54,23,38.5,0.00,0.0,0
1995-12-01,66,41,53.5,0.00,0.0,0
1995-12-02,66,35,50.5,0.00,0.0,0
1995-12-03,66,50,58.0,0.30,0.0,0
1995-12-04,58,39,48.5,0.00,0.0,0
1995-12-05,62,37,49.5,0.00,0.0,0
1995-12-06,47,34,40.5,0.16,T,0
