Date,maxt,mint,avgt,pcpn,snow,snwd
1988-01-01,41,27,34.0,0.03,0.0,0
1988-01-02,39,20,29.5,0.00,0.0,0
1988-01-03,41,27,34.0,T,0.1,0
1988-01-04,39,20,29.5,0.00,0.0,0
1988-01-05,24,13,18.5,0.00,0.0,0
1988-01-06,22,11,16.5,T,0.1,0
1988-01-07,23,16,19.5,0.73,8.1,5
1988-01-08,23,18,20.5,T,T,7
1988-01-09,29,6,17.5,0.00,0.0,7
1988-01-10,32,9,20.5,0.00,0.0,5
1988-01-11,40,5,22.5,0.00,0.0,4
1988-01-12,43,29,36.0,0.01,0.0,3
1988-01-14,33,15,24.0,0.00,0.0,0
1988-01-15,46,23,34.5,0.00,0.0,0
1988-01-16,55,32,43.5,0.00,0.0,0
1988-01-17,50,39,44.5,0.51,0.0,0
1988-01-18,58,47,52.5,T,0.0,0
1988-01-19,65,52,58.5,2.36,0.0,0
1988-01-20,60,41,50.5,0.00,0.0,0
1988-01-21,41,33,37.0,0.00,0.0,0
1988-01-22,41,30,35.5,T,T,0
1988-01-23,50,32,41.0,0.00,0.0,0
1988-01-24,49,30,39.5,0.03,0.0,0
1988-01-25,42,15,28.5,0.03,0.3,0
1988-01-27,35,13,24.0,0.00,0.0,0
1988-01-28,58,22,40.0,0.00,0.0,0
1988-01-29,62,34,48.0,0.00,0.0,0
1988-01-30,65,39,52.0,0.00,0.0,0
1988-01-31,64,56,60.0,0.03,0.0,0
1988-02-01,64,59,61.5,0.23,0.0,0
1988-02-02,64,43,53.5,0.55,0.0,0
1988-02-03,53,43,48.0,T,0.0,0
1988-02-04,48,28,38.0,0.16,0.0,0
1988-02-05,30,12,21.0,0.00,0.0,0
1988-02-06,25,5,15.0,0.00,0.0,0
1988-02-07,44,10,27.0,0.00,0.0,0
1988-02-08,46,27,36.5,0.00,0.0,0
1988-02-09,48,26,37.0,T,0.0,0
1988-02-10,56,25,40.5,0.00,0.0,0
1988-02-11,47,18,32.5,0.26,1.2,0
1988-02-12,22,14,18.0,T,0.1,1
1988-02-13,34,17,25.5,T,T,1
1988-02-15,51,24,37.5,0.09,0.1,0
1988-02-17,65,30,47.5,0.00,0.0,0
1988-02-18,57,36,46.5,T,0.0,0
1988-02-19,52,43,47.5,0.36,0.0,0
1988-02-20,50,30,40.0,0.00,0.0,0
1988-02-21,45,21,33.0,0.00,0.0,0
1988-02-22,70,32,51.0,0.00,0.0,0
1988-02-23,59,31,45.0,0.16,0.0,0
1988-02-24,46,23,34.5,0.00,0.0,0
1988-02-25,46,17,31.5,0.00,0.0,0
1988-02-26,60,19,39.5,0.00,0.0,0
1988-02-27,65,36,50.5,0.00,0.0,0
1988-02-28,60,25,42.5,0.00,0.0,0
1988-02-29,59,29,44.0,0.00,0.0,0
1988-03-01,59,25,42.0,0.00,0.0,0
1988-03-02,71,34,52.5,T,0.0,0
1988-03-03,71,50,60.5,0.50,0.0,0
1988-03-04,61,35,48.0,0.14,0.0,0
1988-03-05,43,33,38.0,0.00,0.0,0
1988-03-06,52,28,40.0,0.00,0.0,0
1988-03-07,64,29,46.5,0.00,0.0,0
1988-03-08,66,38,52.0,0.01,0.0,0
1988-03-09,58,44,51.0,0.47,0.0,0
1988-03-10,52,32,42.0,0.06,0.0,0
1988-03-11,68,29,48.5,0.00,0.0,0
1988-03-12,58,47,52.5,0.10,0.0,0
1988-03-13,49,33,41.0,0.00,0.0,0
1988-03-14,37,24,30.5,T,T,0
1988-03-15,43,22,32.5,0.00,0.0,0
1988-03-16,45,21,33.0,0.00,0.0,0
1988-03-17,52,24,38.0,0.00,0.0,0
1988-03-18,41,33,37.0,0.10,0.0,0
1988-03-19,53,30,41.5,0.00,0.0,0
1988-03-20,72,43,57.5,0.00,0.0,0
1988-03-21,73,46,59.5,0.00,0.0,0
1988-03-22,80,37,58.5,0.00,0.0,0
1988-03-23,74,53,63.5,0.00,0.0,0
1988-03-24,76,56,66.0,0.00,0.0,0
1988-03-25,72,47,59.5,0.14,0.0,0
1988-03-26,66,43,54.5,0.16,0.0,0
1988-03-27,64,31,47.5,0.00,0.0,0
1988-03-28,74,37,55.5,0.00,0.0,0
1988-03-29,80,58,69.0,0.04,0.0,0
1988-03-30,60,40,50.0,0.03,0.0,0
1988-03-31,67,50,58.5,0.43,0.0,0
1988-04-01,61,57,59.0,0.88,0.0,0
1988-04-02,71,58,64.5,0.02,0.0,0
1988-04-03,75,60,67.5,0.10,0.0,0
1988-04-04,79,48,63.5,0.00,0.0,0
1988-04-05,85,48,66.5,0.00,0.0,0
1988-04-06,73,48,60.5,0.25,0.0,0
1988-04-07,63,45,54.0,0.00,0.0,0
1988-04-08,66,42,54.0,0.00,0.0,0
1988-04-09,70,40,55.0,0.00,0.0,0
1988-04-10,70,41,55.5,0.00,0.0,0
1988-04-11,68,48,58.0,0.11,0.0,0
1988-04-12,67,46,56.5,0.00,0.0,0
1988-04-13,73,38,55.5,0.00,0.0,0
1988-04-14,77,40,58.5,0.00,0.0,0
1988-04-15,56,37,46.5,0.02,0.0,0
1988-04-16,63,28,45.5,0.00,0.0,0
1988-04-17,73,33,53.0,0.02,0.0,0
1988-04-18,73,43,58.0,0.69,0.0,0
1988-04-19,60,37,48.5,0.00,0.0,0
1988-04-20,69,30,49.5,0.00,0.0,0
1988-04-21,81,46,63.5,0.00,0.0,0
1988-04-22,81,60,70.5,0.00,0.0,0
1988-04-23,83,58,70.5,0.00,0.0,0
1988-04-24,63,41,52.0,0.00,0.0,0
1988-04-25,64,45,54.5,0.00,0.0,0
1988-04-26,75,40,57.5,0.00,0.0,0
1988-04-27,64,45,54.5,0.00,0.0,0
1988-04-28,65,40,52.5,0.00,0.0,0
1988-04-29,71,36,53.5,0.00,0.0,0
1988-04-30,71,40,55.5,0.00,0.0,0
1988-05-01,76,38,57.0,0.00,0.0,0
1988-05-02,78,43,60.5,0.00,0.0,0
1988-05-03,71,42,56.5,0.40,0.0,0
1988-05-04,64,47,55.5,0.13,0.0,0
1988-05-05,72,42,57.0,0.00,0.0,0
1988-05-06,78,50,64.0,0.00,0.0,0
1988-05-07,82,49,65.5,0.00,0.0,0
1988-05-08,83,55,69.0,0.02,0.0,0
1988-05-09,85,59,72.0,0.25,0.0,0
1988-05-10,80,55,67.5,0.00,0.0,0
1988-05-11,77,55,66.0,0.00,0.0,0
1988-05-12,82,48,65.0,0.00,0.0,0
1988-05-13,86,56,71.0,0.00,0.0,0
1988-05-14,89,62,75.5,0.00,0.0,0
1988-05-15,90,61,75.5,0.00,0.0,0
1988-05-16,85,64,74.5,T,0.0,0
1988-05-17,78,57,67.5,0.00,0.0,0
1988-05-18,80,53,66.5,0.00,0.0,0
1988-05-19,81,50,65.5,0.00,0.0,0
1988-05-20,86,54,70.0,0.00,0.0,0
1988-05-21,88,56,72.0,0.00,0.0,0
1988-05-22,84,62,73.0,0.17,0.0,0
1988-05-23,79,60,69.5,0.04,0.0,0
1988-05-24,71,62,66.5,0.85,0.0,0
1988-05-25,71,53,62.0,0.00,0.0,0
1988-05-26,78,47,62.5,0.00,0.0,0
1988-05-27,83,47,65.0,0.00,0.0,0
1988-05-28,86,54,70.0,0.00,0.0,0
1988-05-29,88,56,72.0,0.00,0.0,0
1988-05-30,90,57,73.5,0.00,0.0,0
1988-05-31,92,61,76.5,0.00,0.0,0
1988-06-01,93,67,80.0,0.00,0.0,0
1988-06-02,93,63,78.0,0.00,0.0,0
1988-06-03,79,61,70.0,0.00,0.0,0
1988-06-04,77,53,65.0,0.00,0.0,0
1988-06-05,84,52,68.0,0.00,0.0,0
1988-06-06,89,53,71.0,0.00,0.0,0
1988-06-07,93,58,75.5,0.00,0.0,0
1988-06-08,94,60,77.0,0.00,0.0,0
1988-06-09,79,56,67.5,0.05,0.0,0
1988-06-10,75,50,62.5,0.00,0.0,0
1988-06-11,82,49,65.5,0.00,0.0,0
1988-06-12,90,53,71.5,0.00,0.0,0
1988-06-13,93,58,75.5,0.00,0.0,0
1988-06-14,95,64,79.5,0.00,0.0,0
1988-06-15,94,66,80.0,0.00,0.0,0
1988-06-16,94,61,77.5,0.00,0.0,0
1988-06-17,90,67,78.5,0.00,0.0,0
1988-06-18,93,64,78.5,0.00,0.0,0
1988-06-19,94,66,80.0,0.00,0.0,0
1988-06-20,98,70,84.0,0.00,0.0,0
1988-06-21,100,67,83.5,0.00,0.0,0
1988-06-22,100,69,84.5,0.00,0.0,0
1988-06-23,101,73,87.0,0.00,0.0,0
1988-06-24,102,75,88.5,0.35,0.0,0
1988-06-25,101,77,89.0,0.00,0.0,0
1988-06-26,103,78,90.5,0.05,0.0,0
1988-06-27,87,68,77.5,0.00,0.0,0
1988-06-28,96,55,75.5,0.00,0.0,0
1988-06-29,100,65,82.5,0.00,0.0,0
1988-06-30,83,69,76.0,T,0.0,0
1988-07-01,86,63,74.5,0.00,0.0,0
1988-07-02,73,65,69.0,0.02,0.0,0
1988-07-03,89,68,78.5,0.00,0.0,0
1988-07-04,93,69,81.0,0.00,0.0,0
1988-07-05,93,70,81.5,0.00,0.0,0
1988-07-06,95,69,82.0,0.00,0.0,0
1988-07-07,97,64,80.5,0.00,0.0,0
1988-07-08,105,68,86.5,0.00,0.0,0
1988-07-09,103,72,87.5,0.17,0.0,0
1988-07-10,99,70,84.5,0.00,0.0,0
1988-07-11,92,74,83.0,0.33,0.0,0
1988-07-12,88,72,80.0,0.06,0.0,0
1988-07-13,86,71,78.5,2.20,0.0,0
1988-07-14,96,74,85.0,0.00,0.0,0
1988-07-15,99,76,87.5,0.00,0.0,0
1988-07-16,98,77,87.5,0.00,0.0,0
1988-07-17,99,73,86.0,0.15,0.0,0
1988-07-18,96,73,84.5,0.00,0.0,0
1988-07-19,91,75,83.0,0.00,0.0,0
1988-07-20,91,74,82.5,0.17,0.0,0
1988-07-21,87,73,80.0,0.01,0.0,0
1988-07-22,88,69,78.5,0.00,0.0,0
1988-07-23,88,67,77.5,0.00,0.0,0
1988-07-24,90,65,77.5,0.00,0.0,0
1988-07-25,87,69,78.0,0.00,0.0,0
1988-07-26,90,70,80.0,0.00,0.0,0
1988-07-27,90,69,79.5,0.11,0.0,0
1988-07-28,94,69,81.5,0.00,0.0,0
1988-07-29,93,73,83.0,0.01,0.0,0
1988-07-30,92,70,81.0,0.03,0.0,0
1988-07-31,94,70,82.0,0.00,0.0,0
1988-08-01,98,73,85.5,0.00,0.0,0
1988-08-02,99,74,86.5,0.25,0.0,0
1988-08-03,97,70,83.5,0.00,0.0,0
1988-08-04,95,73,84.0,T,0.0,0
1988-08-05,93,73,83.0,0.26,0.0,0
1988-08-06,92,73,82.5,0.01,0.0,0
1988-08-07,96,73,84.5,0.00,0.0,0
1988-08-08,96,73,84.5,0.00,0.0,0
1988-08-09,97,72,84.5,0.00,0.0,0
1988-08-10,94,76,85.0,0.00,0.0,0
1988-08-11,93,75,84.0,0.00,0.0,0
1988-08-12,94,74,84.0,0.00,0.0,0
1988-08-13,97,72,84.5,0.00,0.0,0
1988-08-14,99,71,85.0,0.00,0.0,0
1988-08-15,99,71,85.0,0.00,0.0,0
1988-08-16,100,74,87.0,0.00,0.0,0
1988-08-17,103,75,89.0,0.00,0.0,0
1988-08-18,101,75,88.0,0.00,0.0,0
1988-08-19,97,73,85.0,1.30,0.0,0
1988-08-20,89,74,81.5,0.30,0.0,0
1988-08-21,92,73,82.5,0.00,0.0,0
1988-08-22,93,71,82.0,0.00,0.0,0
1988-08-23,88,75,81.5,0.17,0.0,0
1988-08-24,90,65,77.5,0.00,0.0,0
1988-08-25,90,62,76.0,0.00,0.0,0
1988-08-26,93,61,77.0,0.00,0.0,0
1988-08-27,95,65,80.0,0.00,0.0,0
1988-08-28,89,72,80.5,0.10,0.0,0
1988-08-29,73,61,67.0,T,0.0,0
1988-08-30,80,55,67.5,0.00,0.0,0
1988-08-31,84,57,70.5,0.00,0.0,0
1988-09-01,89,65,77.0,0.00,0.0,0
1988-09-02,89,61,75.0,0.00,0.0,0
1988-09-03,77,70,73.5,0.40,0.0,0
1988-09-04,81,59,70.0,0.00,0.0,0
1988-09-05,77,57,67.0,0.00,0.0,0
1988-09-06,71,51,61.0,0.00,0.0,0
1988-09-07,78,49,63.5,0.00,0.0,0
1988-09-08,83,58,70.5,0.00,0.0,0
1988-09-09,85,53,69.0,0.00,0.0,0
1988-09-10,84,62,73.0,0.01,0.0,0
1988-09-11,82,70,76.0,0.08,0.0,0
1988-09-12,87,73,80.0,0.02,0.0,0
1988-09-13,93,70,81.5,0.00,0.0,0
1988-09-14,90,69,79.5,0.00,0.0,0
1988-09-15,90,63,76.5,0.00,0.0,0
1988-09-16,78,69,73.5,0.86,0.0,0
1988-09-17,83,69,76.0,0.28,0.0,0
1988-09-18,87,66,76.5,0.00,0.0,0
1988-09-19,81,70,75.5,0.00,0.0,0
1988-09-20,86,61,73.5,0.00,0.0,0
1988-09-21,86,53,69.5,0.00,0.0,0
1988-09-22,89,54,71.5,0.00,0.0,0
1988-09-23,92,71,81.5,0.01,0.0,0
1988-09-24,75,68,71.5,0.79,0.0,0
1988-09-25,72,59,65.5,T,0.0,0
1988-09-26,80,55,67.5,0.00,0.0,0
1988-09-27,82,56,69.0,0.00,0.0,0
1988-09-28,82,61,71.5,0.00,0.0,0
1988-09-29,76,64,70.0,0.00,0.0,0
1988-09-30,86,68,77.0,T,0.0,0
1988-10-01,77,65,71.0,0.35,0.0,0
1988-10-02,79,62,70.5,0.01,0.0,0
1988-10-03,72,51,61.5,0.00,0.0,0
1988-10-04,70,45,57.5,0.00,0.0,0
1988-10-05,62,39,50.5,0.00,0.0,0
1988-10-06,65,39,52.0,0.00,0.0,0
1988-10-07,66,45,55.5,0.00,0.0,0
1988-10-08,68,36,52.0,0.00,0.0,0
1988-10-09,69,42,55.5,0.00,0.0,0
1988-10-10,70,43,56.5,0.00,0.0,0
1988-10-11,71,47,59.0,0.00,0.0,0
1988-10-12,64,36,50.0,0.00,0.0,0
1988-10-13,61,35,48.0,0.00,0.0,0
1988-10-14,71,32,51.5,0.00,0.0,0
1988-10-15,74,46,60.0,0.00,0.0,0
1988-10-16,65,45,55.0,0.02,0.0,0
1988-10-17,83,57,70.0,0.00,0.0,0
1988-10-18,70,50,60.0,T,0.0,0
1988-10-19,65,42,53.5,0.00,0.0,0
1988-10-20,55,41,48.0,0.13,0.0,0
1988-10-21,57,45,51.0,0.06,0.0,0
1988-10-22,62,39,50.5,0.00,0.0,0
1988-10-23,63,41,52.0,0.05,0.0,0
1988-10-24,63,38,50.5,0.00,0.0,0
1988-10-25,60,37,48.5,T,0.0,0
1988-10-26,61,33,47.0,0.00,0.0,0
1988-10-27,72,29,50.5,0.53,0.0,0
1988-10-28,59,40,49.5,0.39,0.0,0
1988-10-29,60,33,46.5,0.00,0.0,0
1988-10-30,51,42,46.5,T,0.0,0
1988-10-31,55,47,51.0,0.00,0.0,0
1988-11-01,69,41,55.0,0.00,0.0,0
1988-11-02,61,37,49.0,0.00,0.0,0
1988-11-03,71,43,57.0,T,0.0,0
1988-11-04,66,53,59.5,0.78,0.0,0
1988-11-05,65,42,53.5,0.26,0.0,0
1988-11-06,54,39,46.5,0.01,0.0,0
1988-11-07,69,34,51.5,0.00,0.0,0
1988-11-08,69,44,56.5,0.00,0.0,0
1988-11-09,70,39,54.5,0.00,0.0,0
1988-11-10,70,46,58.0,0.25,0.0,0
1988-11-11,55,39,47.0,0.00,0.0,0
1988-11-12,67,41,54.0,0.05,0.0,0
1988-11-13,65,42,53.5,0.00,0.0,0
1988-11-14,70,37,53.5,0.00,0.0,0
1988-11-15,69,48,58.5,0.00,0.0,0
1988-11-16,69,43,56.0,0.23,0.0,0
1988-11-17,53,33,43.0,0.00,0.0,0
1988-11-18,57,28,42.5,0.01,0.0,0
1988-11-19,63,49,56.0,2.20,0.0,0
1988-11-20,69,42,55.5,0.95,0.0,0
1988-11-21,49,36,42.5,0.00,0.0,0
1988-11-22,58,32,45.0,0.00,0.0,0
1988-11-23,62,33,47.5,0.00,0.0,0
1988-11-24,66,31,48.5,0.00,0.0,0
1988-11-25,71,47,59.0,0.00,0.0,0
1988-11-26,68,57,62.5,0.72,0.0,0
1988-11-27,59,37,48.0,0.03,0.0,0
1988-11-28,45,28,36.5,0.00,0.0,0
1988-11-29,56,27,41.5,0.00,0.0,0
1988-11-30,52,31,41.5,0.00,0.0,0
1988-12-01,46,31,38.5,0.00,0.0,0
1988-12-02,49,22,35.5,0.00,0.0,0
1988-12-03,65,28,46.5,0.00,0.0,0
1988-12-04,50,30,40.0,0.00,0.0,0
1988-12-05,57,21,39.0,0.00,0.0,0
1988-12-06,60,25,42.5,0.00,0.0,0
1988-12-07,64,40,52.0,0.00,0.0,0
1988-12-08,47,37,42.0,T,0.0,0
1988-12-09,41,24,32.5,0.16,1.6,2
1988-12-10,48,22,35.0,0.00,0.0,0
1988-12-11,38,23,30.5,0.00,0.0,0
1988-12-12,41,19,30.0,0.00,0.0,0
1988-12-13,52,30,41.0,0.00,0.0,0
1988-12-14,65,31,48.0,0.00,0.0,0
1988-12-15,54,28,41.0,0.00,0.0,0
1988-12-16,34,20,27.0,0.00,0.0,0
1988-12-17,38,26,32.0,0.00,0.0,0
1988-12-18,45,16,30.5,0.00,0.0,0
1988-12-19,61,35,48.0,0.00,0.0,0
1988-12-20,66,49,57.5,T,0.0,0
1988-12-21,62,46,54.0,1.32,0.0,0
1988-12-22,66,47,56.5,0.30,0.0,0
1988-12-23,64,49,56.5,0.43,0.0,0
1988-12-24,68,43,55.5,0.75,0.0,0
1988-12-25,50,33,41.5,0.00,0.0,0
1988-12-26,57,29,43.0,0.00,0.0,0
1988-12-27,66,50,58.0,0.00,0.0,0
1988-12-28,66,25,45.5,0.69,T,0
1988-12-29,39,20,29.5,0.00,0.0,0
1988-12-30,44,35,39.5,0.07,0.0,0
1988-12-31,53,39,46.0,0.23,0.0,0
1989-01-01,50,38,44.0,0.00,0.0,0
1989-01-02,42,39,40.5,T,0.0,0
1989-01-03,51,37,44.0,T,0.0,0
1989-01-04,45,29,37.0,0.00,0.0,0
1989-01-05,51,27,39.0,0.38,0.0,0
1989-01-06,64,45,54.5,0.02,0.0,0
1989-01-07,70,41,55.5,0.31,0.0,0
1989-01-08,64,34,49.0,T,T,0
1989-01-09,39,34,36.5,T,T,0
1989-01-10,50,36,43.0,0.00,0.0,0
1989-01-11,55,32,43.5,1.47,0.0,0
1989-01-12,58,39,48.5,1.06,0.0,0
1989-01-13,43,34,38.5,0.01,0.0,0
1989-01-14,48,34,41.0,0.61,0.0,0
1989-01-15,43,37,40.0,T,0.0,0
1989-01-16,49,29,39.0,0.00,0.0,0
1989-01-17,55,25,40.0,0.00,0.0,0
1989-01-18,62,33,47.5,0.00,0.0,0
1989-01-19,61,31,46.0,0.00,0.0,0
1989-01-20,48,29,38.5,0.00,0.0,0
1989-01-21,45,25,35.0,0.00,0.0,0
1989-01-22,57,25,41.0,0.00,0.0,0
1989-01-23,62,27,44.5,0.00,0.0,0
1989-01-24,65,44,54.5,0.00,0.0,0
1989-01-25,72,42,57.0,0.00,0.0,0
1989-01-26,64,40,52.0,0.11,0.0,0
1989-01-27,52,31,41.5,0.00,0.0,0
1989-01-28,62,29,45.5,0.00,0.0,0
1989-01-29,57,44,50.5,0.53,0.0,0
1989-01-30,58,41,49.5,0.02,0.0,0
1989-01-31,68,38,53.0,0.00,0.0,0
1989-02-01,71,51,61.0,0.00,0.0,0
1989-02-02,70,51,60.5,T,0.0,0
1989-02-03,51,32,41.5,0.24,T,0
1989-02-04,34,31,32.5,0.01,T,0
1989-02-05,32,26,29.0,0.03,T,0
1989-02-06,26,19,22.5,T,T,0
1989-02-07,35,18,26.5,T,0.0,0
1989-02-08,43,20,31.5,0.00,0.0,0
1989-02-09,30,12,21.0,0.00,0.0,0
1989-02-10,45,20,32.5,0.00,0.0,0
1989-02-11,58,28,43.0,0.00,0.0,0
1989-02-12,50,28,39.0,0.00,0.0,0
1989-02-13,69,38,53.5,0.20,0.0,0
1989-02-14,68,45,56.5,4.73,0.0,0
1989-02-15,73,46,59.5,0.16,0.0,0
1989-02-16,46,40,43.0,0.24,0.0,0
1989-02-17,40,32,36.0,0.83,0.2,0
1989-02-18,38,31,34.5,0.04,0.4,1
1989-02-20,53,42,47.5,1.90,0.0,0
1989-02-21,56,37,46.5,0.51,T,0
1989-02-22,37,23,30.0,T,T,0
1989-02-24,35,16,25.5,0.00,0.0,0
1989-02-25,53,19,36.0,0.00,0.0,0
1989-02-26,59,36,47.5,0.01,0.0,0
1989-02-27,36,32,34.0,0.44,4.4,1
1989-02-28,48,26,37.0,0.00,0.0,2
1989-03-02,60,29,44.5,0.00,0.0,0
1989-03-03,70,38,54.0,0.00,0.0,0
1989-03-04,65,51,58.0,0.61,0.0,0
1989-03-05,63,39,51.0,2.71,0.0,0
1989-03-06,43,33,38.0,T,0.0,0
1989-03-07,33,28,30.5,T,0.0,0
1989-03-08,46,27,36.5,0.00,0.0,0
1989-03-09,53,28,40.5,0.00,0.0,0
1989-03-10,67,31,49.0,0.00,0.0,0
1989-03-11,80,36,58.0,0.00,0.0,0
1989-03-12,68,44,56.0,0.00,0.0,0
1989-03-13,79,50,64.5,0.00,0.0,0
1989-03-14,79,59,69.0,0.00,0.0,0
1989-03-15,72,39,55.5,T,0.0,0
1989-03-16,64,32,48.0,0.00,0.0,0
1989-03-17,81,36,58.5,0.00,0.0,0
1989-03-18,70,34,52.0,0.18,0.0,0
1989-03-19,55,28,41.5,T,0.0,0
1989-03-20,73,48,60.5,0.92,0.0,0
1989-03-21,48,35,41.5,0.01,0.0,0
1989-03-22,52,31,41.5,0.00,0.0,0
1989-03-23,54,40,47.0,T,0.0,0
1989-03-24,65,38,51.5,0.00,0.0,0
1989-03-25,73,50,61.5,0.00,0.0,0
1989-03-26,77,47,62.0,0.00,0.0,0
1989-03-27,79,56,67.5,0.00,0.0,0
1989-03-28,83,61,72.0,0.05,0.0,0
1989-03-29,81,62,71.5,0.42,0.0,0
1989-03-30,72,54,63.0,0.39,0.0,0
1989-03-31,56,37,46.5,0.02,0.0,0
1989-04-01,59,30,44.5,0.00,0.0,0
1989-04-02,71,45,58.0,0.12,0.0,0
1989-04-03,71,57,64.0,0.51,0.0,0
1989-04-04,63,49,56.0,1.03,0.0,0
1989-04-05,60,39,49.5,0.05,0.0,0
1989-04-06,57,33,45.0,0.20,0.0,0
1989-04-07,57,42,49.5,0.02,0.0,0
1989-04-08,60,41,50.5,0.22,0.0,0
1989-04-09,50,35,42.5,0.00,0.0,0
1989-04-10,48,33,40.5,0.00,0.0,0
1989-04-11,54,26,40.0,0.00,0.0,0
1989-04-12,61,32,46.5,0.00,0.0,0
1989-04-13,69,33,51.0,0.00,0.0,0
1989-04-14,60,43,51.5,0.08,0.0,0
1989-04-15,63,43,53.0,0.02,0.0,0
1989-04-16,72,38,55.0,0.00,0.0,0
1989-04-17,82,50,66.0,0.00,0.0,0
1989-04-18,84,55,69.5,0.00,0.0,0
1989-04-19,67,48,57.5,0.00,0.0,0
1989-04-20,72,44,58.0,0.00,0.0,0
1989-04-21,78,42,60.0,0.00,0.0,0
1989-04-22,85,48,66.5,0.00,0.0,0
1989-04-23,89,62,75.5,0.00,0.0,0
1989-04-24,88,62,75.0,0.00,0.0,0
1989-04-25,89,64,76.5,0.00,0.0,0
1989-04-26,91,62,76.5,0.00,0.0,0
1989-04-27,91,66,78.5,0.00,0.0,0
1989-04-28,90,63,76.5,T,0.0,0
1989-04-29,83,65,74.0,0.00,0.0,0
1989-04-30,80,60,70.0,0.43,0.0,0
1989-05-01,70,55,62.5,0.18,0.0,0
1989-05-02,64,49,56.5,0.00,0.0,0
1989-05-03,69,50,59.5,0.00,0.0,0
1989-05-04,64,50,57.0,0.43,0.0,0
1989-05-05,74,53,63.5,0.45,0.0,0
1989-05-06,58,46,52.0,0.04,0.0,0
1989-05-07,65,41,53.0,0.00,0.0,0
1989-05-08,73,41,57.0,0.11,0.0,0
1989-05-09,74,55,64.5,0.07,0.0,0
1989-05-10,70,52,61.0,0.00,0.0,0
1989-05-11,68,47,57.5,0.00,0.0,0
1989-05-12,69,41,55.0,0.00,0.0,0
1989-05-13,75,44,59.5,0.00,0.0,0
1989-05-14,71,50,60.5,0.02,0.0,0
1989-05-15,74,53,63.5,0.00,0.0,0
1989-05-16,78,48,63.0,0.00,0.0,0
1989-05-17,80,49,64.5,0.00,0.0,0
1989-05-18,83,65,74.0,0.00,0.0,0
1989-05-19,83,67,75.0,0.02,0.0,0
1989-05-20,81,61,71.0,1.97,0.0,0
1989-05-21,85,63,74.0,0.00,0.0,0
1989-05-22,82,63,72.5,0.11,0.0,0
1989-05-23,78,59,68.5,0.00,0.0,0
1989-05-24,86,56,71.0,0.00,0.0,0
1989-05-25,88,74,81.0,0.00,0.0,0
1989-05-26,85,68,76.5,1.12,0.0,0
1989-05-27,78,59,68.5,0.09,0.0,0
1989-05-28,79,53,66.0,0.00,0.0,0
1989-05-29,87,59,73.0,0.00,0.0,0
1989-05-30,87,68,77.5,0.00,0.0,0
1989-05-31,90,67,78.5,0.00,0.0,0
1989-06-01,91,70,80.5,0.00,0.0,0
1989-06-02,77,69,73.0,0.18,0.0,0
1989-06-03,83,68,75.5,T,0.0,0
1989-06-04,83,66,74.5,0.52,0.0,0
1989-06-05,76,64,70.0,0.22,0.0,0
1989-06-06,74,61,67.5,0.00,0.0,0
1989-06-07,81,55,68.0,0.00,0.0,0
1989-06-08,75,62,68.5,1.21,0.0,0
1989-06-09,82,66,74.0,0.00,0.0,0
1989-06-10,83,63,73.0,0.00,0.0,0
1989-06-11,83,60,71.5,T,0.0,0
1989-06-12,86,68,77.0,1.39,0.0,0
1989-06-13,85,68,76.5,0.26,0.0,0
1989-06-14,80,67,73.5,1.00,0.0,0
1989-06-15,72,63,67.5,1.05,0.0,0
1989-06-16,75,60,67.5,0.00,0.0,0
1989-06-17,80,54,67.0,0.00,0.0,0
1989-06-18,87,66,76.5,0.27,0.0,0
1989-06-19,84,67,75.5,0.05,0.0,0
1989-06-20,82,67,74.5,0.37,0.0,0
1989-06-21,85,66,75.5,0.10,0.0,0
1989-06-22,85,66,75.5,0.00,0.0,0
1989-06-23,90,68,79.0,0.00,0.0,0
1989-06-24,91,72,81.5,0.00,0.0,0
1989-06-25,93,72,82.5,0.00,0.0,0
1989-06-26,94,72,83.0,0.31,0.0,0
1989-06-27,89,70,79.5,0.92,0.0,0
1989-06-28,81,71,76.0,0.02,0.0,0
1989-06-29,87,69,78.0,0.00,0.0,0
1989-06-30,88,66,77.0,0.00,0.0,0
1989-07-01,78,72,75.0,0.61,0.0,0
1989-07-02,78,70,74.0,0.80,0.0,0
1989-07-03,83,71,77.0,0.04,0.0,0
1989-07-04,86,70,78.0,0.05,0.0,0
1989-07-05,87,70,78.5,0.13,0.0,0
1989-07-06,87,71,79.0,0.43,0.0,0
1989-07-07,91,72,81.5,0.06,0.0,0
1989-07-08,92,70,81.0,0.00,0.0,0
1989-07-09,95,72,83.5,0.00,0.0,0
1989-07-10,91,74,82.5,0.60,0.0,0
1989-07-11,80,71,75.5,0.10,0.0,0
1989-07-12,92,71,81.5,0.02,0.0,0
1989-07-13,89,70,79.5,0.00,0.0,0
1989-07-14,86,68,77.0,0.00,0.0,0
1989-07-15,88,65,76.5,0.01,0.0,0
1989-07-16,84,70,77.0,T,0.0,0
1989-07-17,87,65,76.0,0.00,0.0,0
1989-07-18,88,64,76.0,0.00,0.0,0
1989-07-19,85,68,76.5,0.18,0.0,0
1989-07-20,84,65,74.5,0.10,0.0,0
1989-07-21,86,64,75.0,0.00,0.0,0
1989-07-22,88,68,78.0,0.00,0.0,0
1989-07-23,88,73,80.5,T,0.0,0
